Past_PatTrans_Meth_Yr_Round,SweepVac,Year,Past_PatTrans_Year,Pasture,Pasture_patch_year,Pasture_patch,Temperature,Winds,OrdinalSamplingDate,HerbYesNo_alltime,TSH,HerbTreat_14-18,GrazingYesNo,GrazingTreat,StartTime,Order,Biomass_mg,Length,Width
PYS_N2_Vacuum_2016_2,Vacuum,2016,PYS_N_2016,PYS,PYS_N_2016,PYS_N,80,4,202,No,,,Yes,SLS,10.87,orth,0.494060865,3,
PYS_S1_Sweep_2016_1,Sweep,2016,PYS_S_2016,PYS,PYS_S_2016,PYS_S,82,0,182,No,,,Yes,SLS,9.83,orth,0.494060865,3,
PYS_S1_Vacuum_2017_1,Vacuum,2017,PYS_S_2017,PYS,PYS_S_2017,PYS_S,80,8,164,No,,,Yes,SLS,9.78,orth,0.494060865,3,
PYS_S2_Sweep_2016_1,Sweep,2016,PYS_S_2016,PYS,PYS_S_2016,PYS_S,82,0,182,No,,,Yes,SLS,10.17,orth,0.494060865,3,
PYS_S2_Sweep_2017_1,Sweep,2017,PYS_S_2017,PYS,PYS_S_2017,PYS_S,80,8,164,No,,,Yes,SLS,10,orth,0.494060865,3,
PYS_S2_Vacuum_2015_1,Vacuum,2015,PYS_S_2015,PYS,PYS_S_2015,PYS_S,65,4,153,No,,,Yes,SLS,11.77,orth,0.494060865,3,
PYS_S2_Vacuum_2016_1,Vacuum,2016,PYS_S_2016,PYS,PYS_S_2016,PYS_S,82,0,182,No,,,Yes,SLS,10.17,orth,0.494060865,3,
PYS_S2_Vacuum_2016_2,Vacuum,2016,PYS_S_2016,PYS,PYS_S_2016,PYS_S,85,0,209,No,,,Yes,SLS,11,orth,0.494060865,3,
PYS_S2_Vacuum_2017_1,Vacuum,2017,PYS_S_2017,PYS,PYS_S_2017,PYS_S,80,8,164,No,,,Yes,SLS,10,orth,0.494060865,3,
PYS_W1_Sweep_2016_1,Sweep,2016,PYS_W_2016,PYS,PYS_W_2016,PYS_W,78,1,186,No,,,Yes,SLS,4.8,orth,0.494060865,3,
PYS_W1_Vacuum_2015_2,Vacuum,2015,PYS_W_2015,PYS,PYS_W_2015,PYS_W,80,0,213,No,,,Yes,SLS,11.5,orth,0.494060865,3,
PYS_W1_Vacuum_2017_1,Vacuum,2017,PYS_W_2017,PYS,PYS_W_2017,PYS_W,80,8,164,No,,,Yes,SLS,10.27,orth,0.494060865,3,
PYS_W1_Vacuum_2017_2,Vacuum,2017,PYS_W_2017,PYS,PYS_W_2017,PYS_W,95,0,201,No,,,Yes,SLS,10.18,orth,0.494060865,3,
PYS_W2_Sweep_2017_1,Sweep,2017,PYS_W_2017,PYS,PYS_W_2017,PYS_W,80,8,164,No,,,Yes,SLS,10.67,orth,0.494060865,3,
PYS_W2_Vacuum_2017_1,Vacuum,2017,PYS_W_2017,PYS,PYS_W_2017,PYS_W,80,8,164,No,,,Yes,SLS,10.67,orth,0.494060865,3,
RIN_E1_Sweep_2015_1,Sweep,2015,RIN_E_2015,RIN,RIN_E_2015,RIN_E,70,0,168,No,,,No,None,10.75,orth,0.494060865,3,
RIN_E1_Sweep_2016_1,Sweep,2016,RIN_E_2016,RIN,RIN_E_2016,RIN_E,80,1,176,No,,,No,None,11.92,orth,0.494060865,3,
RIN_E2_Sweep_2015_1,Sweep,2015,RIN_E_2015,RIN,RIN_E_2015,RIN_E,70,0,168,No,,,No,None,11.02,orth,0.494060865,3,
RIN_E2_Sweep_2016_1,Sweep,2016,RIN_E_2016,RIN,RIN_E_2016,RIN_E,80,1,176,No,,,No,None,12.3,orth,0.494060865,3,
RIN_E2_Vacuum_2015_1,Vacuum,2015,RIN_E_2015,RIN,RIN_E_2015,RIN_E,85,0,155,No,,,No,None,13,orth,0.494060865,3,
RIN_E2_Vacuum_2016_1,Vacuum,2016,RIN_E_2016,RIN,RIN_E_2016,RIN_E,80,1,176,No,,,No,None,12.3,orth,0.494060865,3,
RIN_S1_Sweep_2015_1,Sweep,2015,RIN_S_2015,RIN,RIN_S_2015,RIN_S,70,4,168,No,,,No,None,11.67,orth,0.494060865,3,
RIN_S1_Sweep_2016_1,Sweep,2016,RIN_S_2016,RIN,RIN_S_2016,RIN_S,80,1,176,No,,,No,None,11.57,orth,0.494060865,3,
RIN_S1_Vacuum_2016_1,Vacuum,2016,RIN_S_2016,RIN,RIN_S_2016,RIN_S,80,1,176,No,,,No,None,11.57,orth,0.494060865,3,
RIN_S2_Sweep_2015_1,Sweep,2015,RIN_S_2015,RIN,RIN_S_2015,RIN_S,70,4,168,No,,,No,None,11.33,orth,0.494060865,3,
RIN_S2_Vacuum_2015_1,Vacuum,2015,RIN_S_2015,RIN,RIN_S_2015,RIN_S,80,1,155,No,,,No,None,11.35,orth,0.494060865,3,
RIN_W1_Sweep_2015_2,Sweep,2015,RIN_W_2015,RIN,RIN_W_2015,RIN_W,80,0,204,No,,,No,None,12,orth,0.494060865,3,
RIN_W1_Sweep_2016_1,Sweep,2016,RIN_W_2016,RIN,RIN_W_2016,RIN_W,80,1,176,No,,,No,None,11.25,orth,0.494060865,3,
RIN_W1_Vacuum_2016_1,Vacuum,2016,RIN_W_2016,RIN,RIN_W_2016,RIN_W,80,1,176,No,,,No,None,11.25,orth,0.494060865,3,
RIN_W2_Sweep_2015_1,Sweep,2015,RIN_W_2015,RIN,RIN_W_2015,RIN_W,70,1,168,No,,,No,None,12,orth,0.494060865,3,
RIN_W2_Sweep_2016_1,Sweep,2016,RIN_W_2016,RIN,RIN_W_2016,RIN_W,80,1,176,No,,,No,None,10.73,orth,0.494060865,3,
RIN_W2_Sweep_2017_1,Sweep,2017,RIN_W_2017,RIN,RIN_W_2017,RIN_W,85,4,167,No,,,No,None,10.78,orth,0.494060865,3,
RIS_C1_Sweep_2017_1,Sweep,2017,RIS_C_2017,RIS,RIS_C_2017,RIS_C,85,1,168,No,,,Yes,SLS,13.02,orth,0.494060865,3,
RIS_C1_Sweep_2017_2,Sweep,2017,RIS_C_2017,RIS,RIS_C_2017,RIS_C,80,8,188,No,,,Yes,SLS,11.3,orth,0.494060865,3,
RIS_C1_Vacuum_2015_1,Vacuum,2015,RIS_C_2015,RIS,RIS_C_2015,RIS_C,85,0,155,No,,,Yes,SLS,14.7,orth,0.494060865,3,
RIS_C1_Vacuum_2016_1,Vacuum,2016,RIS_C_2016,RIS,RIS_C_2016,RIS_C,90,1,188,No,,,Yes,SLS,15.13,orth,0.494060865,3,
RIS_C1_Vacuum_2017_2,Vacuum,2017,RIS_C_2017,RIS,RIS_C_2017,RIS_C,80,8,188,No,,,Yes,SLS,11.3,orth,0.494060865,3,
RIS_C2_Sweep_2016_1,Sweep,2016,RIS_C_2016,RIS,RIS_C_2016,RIS_C,90,1,188,No,,,Yes,SLS,15.55,orth,0.494060865,3,
RIS_C2_Vacuum_2016_1,Vacuum,2016,RIS_C_2016,RIS,RIS_C_2016,RIS_C,90,1,188,No,,,Yes,SLS,15.55,orth,0.494060865,3,
RIS_C2_Vacuum_2017_1,Vacuum,2017,RIS_C_2017,RIS,RIS_C_2017,RIS_C,85,1,168,No,,,Yes,SLS,12.83,orth,0.494060865,3,
RIS_N1_Sweep_2016_1,Sweep,2016,RIS_N_2016,RIS,RIS_N_2016,RIS_N,90,1,188,No,,,Yes,SLS,14.5,orth,0.494060865,3,
RIS_N1_Sweep_2017_1,Sweep,2017,RIS_N_2017,RIS,RIS_N_2017,RIS_N,85,1,168,No,,,Yes,SLS,13.77,orth,0.494060865,3,
RIS_N1_Vacuum_2015_1,Vacuum,2015,RIS_N_2015,RIS,RIS_N_2015,RIS_N,85,0,155,No,,,Yes,SLS,15.23,orth,0.494060865,3,
RIS_N1_Vacuum_2016_1,Vacuum,2016,RIS_N_2016,RIS,RIS_N_2016,RIS_N,90,1,188,No,,,Yes,SLS,14.5,orth,0.494060865,3,
RIS_N1_Vacuum_2017_1,Vacuum,2017,RIS_N_2017,RIS,RIS_N_2017,RIS_N,85,1,168,No,,,Yes,SLS,13.77,orth,0.494060865,3,
RIS_N2_Sweep_2015_1,Sweep,2015,RIS_N_2015,RIS,RIS_N_2015,RIS_N,71,1,167,No,,,Yes,SLS,13.37,orth,0.494060865,3,
RIS_N2_Sweep_2016_1,Sweep,2016,RIS_N_2016,RIS,RIS_N_2016,RIS_N,90,1,188,No,,,Yes,SLS,14.75,orth,0.494060865,3,
RIS_N2_Vacuum_2016_1,Vacuum,2016,RIS_N_2016,RIS,RIS_N_2016,RIS_N,90,1,188,No,,,Yes,SLS,14.75,orth,0.494060865,3,
RIS_N2_Vacuum_2017_1,Vacuum,2017,RIS_N_2017,RIS,RIS_N_2017,RIS_N,85,1,168,No,,,Yes,SLS,13.95,orth,0.494060865,3,
RIS_S1_Sweep_2017_2,Sweep,2017,RIS_S_2017,RIS,RIS_S_2017,RIS_S,80,1,188,No,,,Yes,SLS,11.87,orth,0.494060865,3,
RIS_S1_Vacuum_2015_2,Vacuum,2015,RIS_S_2015,RIS,RIS_S_2015,RIS_S,85,1,209,No,,,Yes,SLS,11.18,orth,0.494060865,3,
RIS_S1_Vacuum_2017_1,Vacuum,2017,RIS_S_2017,RIS,RIS_S_2017,RIS_S,85,1,168,No,,,Yes,SLS,13.23,orth,0.494060865,3,
RIS_S1_Vacuum_2017_2,Vacuum,2017,RIS_S_2017,RIS,RIS_S_2017,RIS_S,80,1,188,No,,,Yes,SLS,11.87,orth,0.494060865,3,
RIS_S2_Sweep_2015_1,Sweep,2015,RIS_S_2015,RIS,RIS_S_2015,RIS_S,71,8,167,No,,,Yes,SLS,12.5,orth,0.494060865,3,
RIS_S2_Sweep_2015_2,Sweep,2015,RIS_S_2015,RIS,RIS_S_2015,RIS_S,85,1,209,No,,,Yes,SLS,10.83,orth,0.494060865,3,
RIS_S2_Vacuum_2016_1,Vacuum,2016,RIS_S_2016,RIS,RIS_S_2016,RIS_S,90,1,188,No,,,Yes,SLS,14.43,orth,0.494060865,3,
RIS_S2_Vacuum_2017_1,Vacuum,2017,RIS_S_2017,RIS,RIS_S_2017,RIS_S,85,1,168,No,,,Yes,SLS,13.47,orth,0.494060865,3,
RIS_S2_Vacuum_2017_2,Vacuum,2017,RIS_S_2017,RIS,RIS_S_2017,RIS_S,80,1,188,No,,,Yes,SLS,12.15,orth,0.494060865,3,
RNR_C1_Sweep_2017_1,Sweep,2017,RNR_C_2017,RNR,RNR_C_2017,RNR_C,80,0,178,No,,,No,None,10.85,orth,0.494060865,3,
RNR_C1_Vacuum_2017_1,Vacuum,2017,RNR_C_2017,RNR,RNR_C_2017,RNR_C,80,0,178,No,,,No,None,10.85,orth,0.494060865,3,
RNR_C2_Vacuum_2015_1,Vacuum,2015,RNR_C_2015,RNR,RNR_C_2015,RNR_C,80,4,184,No,,,No,None,13.18,orth,0.494060865,3,
RNR_C2_Vacuum_2017_1,Vacuum,2017,RNR_C_2017,RNR,RNR_C_2017,RNR_C,80,0,178,No,,,No,None,11.08,orth,0.494060865,3,
RNR_E1_Vacuum_2015_1,Vacuum,2015,RNR_E_2015,RNR,RNR_E_2015,RNR_E,80,4,184,No,,,No,None,11.67,orth,0.494060865,3,
RNR_E1_Vacuum_2017_1,Vacuum,2017,RNR_E_2017,RNR,RNR_E_2017,RNR_E,80,0,178,No,,,No,None,10.25,orth,0.494060865,3,
RNR_E2_Vacuum_2015_1,Vacuum,2015,RNR_E_2015,RNR,RNR_E_2015,RNR_E,80,4,184,No,,,No,None,12.4,orth,0.494060865,3,
RNR_E2_Vacuum_2017_1,Vacuum,2017,RNR_E_2017,RNR,RNR_E_2017,RNR_E,80,0,178,No,,,No,None,13.5,orth,0.494060865,3,
STE_W1_Vacuum_2015_1,Vacuum,2015,STE_W_2015,STE,STE_W_2015,STE_W,80,1,174,No,,Con,Yes,SLS,12.28,orth,0.494060865,3,
STE_W2_Sweep_2015_1,Sweep,2015,STE_W_2015,STE,STE_W_2015,STE_W,80,1,174,No,,Con,Yes,SLS,11.85,orth,0.494060865,3,
STE_W2_Vacuum_2015_1,Vacuum,2015,STE_W_2015,STE,STE_W_2015,STE_W,80,1,174,No,,Con,Yes,SLS,11.85,orth,0.494060865,3,
DUN_C1_Sweep_2017_1,Sweep,2017,DUN_C_2017,DUN,DUN_C_2017,DUN_C,80,4,181,No,2.5,Con,No,None,13.23,orth,0.494060865,3,
DUN_C1_Vacuum_2017_2,Vacuum,2017,DUN_C_2017,DUN,DUN_C_2017,DUN_C,85,8,191,No,2.5,Con,No,None,10.77,orth,0.494060865,3,
DUN_C2_Sweep_2017_1,Sweep,2017,DUN_C_2017,DUN,DUN_C_2017,DUN_C,80,4,181,No,2.5,Con,No,None,13.57,orth,0.494060865,3,
DUN_C2_Sweep_2017_2,Sweep,2017,DUN_C_2017,DUN,DUN_C_2017,DUN_C,85,8,191,No,2.5,Con,No,None,11.17,orth,0.494060865,3,
DUN_C2_Vacuum_2017_1,Vacuum,2017,DUN_C_2017,DUN,DUN_C_2017,DUN_C,80,4,181,No,2.5,Con,No,None,13.57,orth,0.494060865,3,
GIL_S1_Vacuum_2017_1,Vacuum,2017,GIL_S_2017,GIL,GIL_S_2017,GIL_S,75,4,172,No,2.5,Con,Yes,IES,11.2,orth,0.494060865,3,
GIL_S1_Vacuum_2017_2,Vacuum,2017,GIL_S_2017,GIL,GIL_S_2017,GIL_S,75,1,195,No,2.5,Con,Yes,IES,11.15,orth,0.494060865,3,
GIL_S2_Vacuum_2017_1,Vacuum,2017,GIL_S_2017,GIL,GIL_S_2017,GIL_S,75,4,172,No,2.5,Con,Yes,IES,9.6,orth,0.494060865,3,
GIL_S2_Vacuum_2017_2,Vacuum,2017,GIL_S_2017,GIL,GIL_S_2017,GIL_S,75,1,195,No,2.5,Con,Yes,IES,10.93,orth,0.494060865,3,
PYW_S1_Vacuum_2017_1,Vacuum,2017,PYW_S_2017,PYW,PYW_S_2017,PYW_S,80,4,173,No,2.5,Con,Yes,SLS,11.35,orth,0.494060865,3,
PYW_S1_Vacuum_2017_2,Vacuum,2017,PYW_S_2017,PYW,PYW_S_2017,PYW_S,80,0,195,No,2.5,Con,Yes,SLS,13.75,orth,0.494060865,3,
PYW_S2_Sweep_2017_1,Sweep,2017,PYW_S_2017,PYW,PYW_S_2017,PYW_S,80,4,173,No,2.5,Con,Yes,SLS,11.6,orth,0.494060865,3,
PYW_S2_Vacuum_2017_1,Vacuum,2017,PYW_S_2017,PYW,PYW_S_2017,PYW_S,80,4,173,No,2.5,Con,Yes,SLS,11.6,orth,0.494060865,3,
PYW_S2_Vacuum_2017_2,Vacuum,2017,PYW_S_2017,PYW,PYW_S_2017,PYW_S,80,0,195,No,2.5,Con,Yes,SLS,14.02,orth,0.494060865,3,
GIL_S1_Vacuum_2016_1,Vacuum,2016,GIL_S_2016,GIL,GIL_S_2016,GIL_S,94,4,177,No,1.5,Con,Yes,IES,10.52,orth,0.494060865,3,
GIL_S1_Vacuum_2016_2,Vacuum,2016,GIL_S_2016,GIL,GIL_S_2016,GIL_S,80,4,198,No,1.5,Con,Yes,IES,13.47,orth,0.494060865,3,
GIL_S2_Vacuum_2016_1,Vacuum,2016,GIL_S_2016,GIL,GIL_S_2016,GIL_S,94,4,177,No,1.5,Con,Yes,IES,12.47,orth,0.494060865,3,
PYW_S1_Sweep_2016_1,Sweep,2016,PYW_S_2016,PYW,PYW_S_2016,PYW_S,78,0,175,No,1.5,Con,Yes,SLS,11.08,orth,0.494060865,3,
PYW_S1_Vacuum_2016_1,Vacuum,2016,PYW_S_2016,PYW,PYW_S_2016,PYW_S,78,0,175,No,1.5,Con,Yes,SLS,11.08,orth,0.494060865,3,
PYW_S1_Vacuum_2016_2,Vacuum,2016,PYW_S_2016,PYW,PYW_S_2016,PYW_S,95,0,206,No,1.5,Con,Yes,SLS,11.53,orth,0.494060865,3,
PYW_S2_Sweep_2016_1,Sweep,2016,PYW_S_2016,PYW,PYW_S_2016,PYW_S,78,0,175,No,1.5,Con,Yes,SLS,10.67,orth,0.494060865,3,
PYW_S2_Vacuum_2016_1,Vacuum,2016,PYW_S_2016,PYW,PYW_S_2016,PYW_S,78,0,175,No,1.5,Con,Yes,SLS,10.67,orth,0.494060865,3,
PYW_S2_Vacuum_2016_2,Vacuum,2016,PYW_S_2016,PYW,PYW_S_2016,PYW_S,95,0,206,No,1.5,Con,Yes,SLS,11.27,orth,0.494060865,3,
RC2_S1_Vacuum_2016_2,Vacuum,2016,RC2_S_2016,RC2,RC2_S_2016,RC2_S,104,4,202,No,1.5,Con,No,None,12.42,orth,0.494060865,3,
STE_N2_Sweep_2017_1,Sweep,2017,STE_N2_2017,STE,STE_N2_2017,STE_N,84,1,171,No,1.5,Con,Yes,SLS,12.25,orth,0.494060865,3,
STE_N2_Vacuum_2017_1,Vacuum,2017,STE_N2_2017,STE,STE_N2_2017,STE_N,84,1,171,No,1.5,Con,Yes,SLS,12.25,orth,0.494060865,3,
STE_W1_Sweep_2017_1,Sweep,2017,STE_W_2017,STE,STE_W_2017,STE_W,84,1,171,No,1.5,Con,Yes,SLS,12.9,orth,0.494060865,3,
STE_W1_Vacuum_2017_1,Vacuum,2017,STE_W_2017,STE,STE_W_2017,STE_W,84,1,171,No,1.5,Con,Yes,SLS,12.9,orth,0.494060865,3,
STE_W2_Vacuum_2017_1,Vacuum,2017,STE_W_2017,STE,STE_W_2017,STE_W,84,1,171,No,1.5,Con,Yes,SLS,12.63,orth,0.494060865,3,
STE_W2_Vacuum_2017_2,Vacuum,2017,STE_W_2017,STE,STE_W_2017,STE_W,85,4,202,No,1.5,Con,Yes,SLS,9.37,orth,0.494060865,3,
GIL_S1_Sweep_2015_1,Sweep,2015,GIL_S_2015,GIL,GIL_S_2015,GIL_S,73,4,183,No,0.5,Con,Yes,IES,13.07,orth,0.494060865,3,1
GIL_S1_Vacuum_2015_1,Vacuum,2015,GIL_S_2015,GIL,GIL_S_2015,GIL_S,73,4,183,No,0.5,Con,Yes,IES,13.07,orth,0.494060865,3,1
GIL_S1_Vacuum_2015_2,Vacuum,2015,GIL_S_2015,GIL,GIL_S_2015,GIL_S,95,1,208,No,0.5,Con,Yes,IES,13.03,orth,0.494060865,3,1
GIL_S2_Sweep_2015_1,Sweep,2015,GIL_S_2015,GIL,GIL_S_2015,GIL_S,73,4,183,No,0.5,Con,Yes,IES,15,orth,0.494060865,3,1
GIL_S2_Vacuum_2015_1,Vacuum,2015,GIL_S_2015,GIL,GIL_S_2015,GIL_S,73,4,183,No,0.5,Con,Yes,IES,15,orth,0.494060865,3,1
GIL_S2_Vacuum_2015_2,Vacuum,2015,GIL_S_2015,GIL,GIL_S_2015,GIL_S,95,1,208,No,0.5,Con,Yes,IES,14.32,orth,0.494060865,3,1
PYW_S1_Sweep_2015_2,Sweep,2015,PYW_S_2015,PYW,PYW_S_2015,PYW_S,80,4,210,No,0.5,Con,Yes,SLS,14.08,orth,0.494060865,3,0.5
PYW_S1_Vacuum_2015_1,Vacuum,2015,PYW_S_2015,PYW,PYW_S_2015,PYW_S,75,4,172,No,0.5,Con,Yes,SLS,11.92,orth,0.494060865,3,1
PYW_S1_Vacuum_2015_2,Vacuum,2015,PYW_S_2015,PYW,PYW_S_2015,PYW_S,80,4,210,No,0.5,Con,Yes,SLS,14.08,orth,0.494060865,3,1
PYW_S2_Sweep_2015_1,Sweep,2015,PYW_S_2015,PYW,PYW_S_2015,PYW_S,75,4,172,No,0.5,Con,Yes,SLS,12.33,orth,0.494060865,3,1
PYW_S2_Vacuum_2015_1,Vacuum,2015,PYW_S_2015,PYW,PYW_S_2015,PYW_S,75,4,172,No,0.5,Con,Yes,SLS,12.33,orth,0.494060865,3,1
PYW_S2_Vacuum_2015_2,Vacuum,2015,PYW_S_2015,PYW,PYW_S_2015,PYW_S,80,4,210,No,0.5,Con,Yes,SLS,13.83,orth,0.494060865,3,1
STE_N2_Vacuum_2016_1,Vacuum,2016,STE_N2_2016,STE,STE_N2_2016,STE_N,85,1,187,No,0.5,Con,Yes,SLS,10.98,orth,0.494060865,3,
STE_W2_Vacuum_2016_2,Vacuum,2016,STE_W_2016,STE,STE_W_2016,STE_W,85,4,218,No,0.5,Con,Yes,SLS,16,orth,0.494060865,3,
235_S2_Sweep_2017_1,Sweep,2017,235_S1_2017,235,235_S1_2017,235_S1,80,1,175,No,,Con,Yes,SLS,11.45,orth,0.494060865,3,
235_S2_Vacuum_2016_1,Vacuum,2016,235_S1_2016,235,235_S1_2016,235_S1,85,0,179,No,,Con,Yes,SLS,12.1,orth,0.494060865,3,
235_S2_Vacuum_2017_1,Vacuum,2017,235_S1_2017,235,235_S1_2017,235_S1,80,1,175,No,,Con,Yes,SLS,11.45,orth,0.494060865,3,
BSH_N1_Sweep_2017_2,Sweep,2017,BSH_N_2017,BSH,BSH_N_2017,BSH_N,85,1,199,No,,Con,No,None,11.5,orth,0.494060865,3,
BSH_N1_Vacuum_2015_1,Vacuum,2015,BSH_N_2015,BSH,BSH_N_2015,BSH_N,80,8,179,No,,Con,No,None,10.97,orth,0.494060865,3,1
BSH_N1_Vacuum_2015_2,Vacuum,2015,BSH_N_2015,BSH,BSH_N_2015,BSH_N,90,4,193,No,,Con,No,None,12.77,orth,0.494060865,3,1
BSH_N1_Vacuum_2017_1,Vacuum,2017,BSH_N_2017,BSH,BSH_N_2017,BSH_N,75,13,169,No,,Con,No,None,11.47,orth,0.494060865,3,
BSH_N1_Vacuum_2017_2,Vacuum,2017,BSH_N_2017,BSH,BSH_N_2017,BSH_N,85,1,199,No,,Con,No,None,11.5,orth,0.494060865,3,
BSH_N2_Sweep_2015_1,Sweep,2015,BSH_N_2015,BSH,BSH_N_2015,BSH_N,80,8,179,No,,Con,No,None,12.5,orth,0.494060865,3,1
BSH_N2_Sweep_2015_2,Sweep,2015,BSH_N_2015,BSH,BSH_N_2015,BSH_N,90,4,193,No,,Con,No,None,14.5,orth,0.494060865,3,1
BSH_N2_Sweep_2017_1,Sweep,2017,BSH_N_2017,BSH,BSH_N_2017,BSH_N,75,13,169,No,,Con,No,None,11.7,orth,0.494060865,3,
BSH_N2_Sweep_2017_2,Sweep,2017,BSH_N_2017,BSH,BSH_N_2017,BSH_N,85,1,199,No,,Con,No,None,11.72,orth,0.494060865,3,
LTR_W1_Sweep_2015_1,Sweep,2015,LTR_W_2015,LTR,LTR_W_2015,LTR_W,75,1,167,No,,Con,Yes,IES,9.58,orth,0.494060865,3,1
LTR_W1_Sweep_2016_1,Sweep,2016,LTR_W_2016,LTR,LTR_W_2016,LTR_W,90,0,168,No,,Con,Yes,IES,10.68,orth,0.494060865,3,
LTR_W1_Sweep_2017_1,Sweep,2017,LTR_W_2017,LTR,LTR_W_2017,LTR_W,67,1,158,No,,Con,Yes,IES,10.02,orth,0.494060865,3,
LTR_W1_Vacuum_2015_1,Vacuum,2015,LTR_W_2015,LTR,LTR_W_2015,LTR_W,75,13,158,No,,Con,Yes,IES,11.93,orth,0.494060865,3,1
LTR_W1_Vacuum_2016_1,Vacuum,2016,LTR_W_2016,LTR,LTR_W_2016,LTR_W,90,0,168,No,,Con,Yes,IES,10.68,orth,0.494060865,3,
LTR_W1_Vacuum_2017_1,Vacuum,2017,LTR_W_2017,LTR,LTR_W_2017,LTR_W,67,1,158,No,,Con,Yes,IES,10.02,orth,0.494060865,3,
LTR_W1_Vacuum_2017_2,Vacuum,2017,LTR_W_2017,LTR,LTR_W_2017,LTR_W,80,0,194,No,,Con,Yes,IES,15.42,orth,0.494060865,3,
LTR_W2_Sweep_2015_2,Sweep,2015,LTR_W_2015,LTR,LTR_W_2015,LTR_W,92,0,198,No,,Con,Yes,IES,11.68,orth,0.494060865,3,1
LTR_W2_Sweep_2016_1,Sweep,2016,LTR_W_2016,LTR,LTR_W_2016,LTR_W,90,0,168,No,,Con,Yes,IES,10.2,orth,0.494060865,3,
LTR_W2_Vacuum_2015_1,Vacuum,2015,LTR_W_2015,LTR,LTR_W_2015,LTR_W,75,13,158,No,,Con,Yes,IES,11.6,orth,0.494060865,3,1
LTR_W2_Vacuum_2015_2,Vacuum,2015,LTR_W_2015,LTR,LTR_W_2015,LTR_W,92,0,198,No,,Con,Yes,IES,11.68,orth,0.494060865,3,1
LTR_W2_Vacuum_2016_1,Vacuum,2016,LTR_W_2016,LTR,LTR_W_2016,LTR_W,90,0,168,No,,Con,Yes,IES,10.2,orth,0.494060865,3,
LTR_W2_Vacuum_2017_1,Vacuum,2017,LTR_W_2017,LTR,LTR_W_2017,LTR_W,67,1,158,No,,Con,Yes,IES,10.3,orth,0.494060865,3,
LTR_W2_Vacuum_2017_2,Vacuum,2017,LTR_W_2017,LTR,LTR_W_2017,LTR_W,80,0,194,No,,Con,Yes,IES,15.13,orth,0.494060865,3,
RCH2014_C1_Vacuum_2015_1,Vacuum,2015,RCH2014_C_2015,RCH2014,RCH2014_C_2015,RCH2014_C,89,0,161,No,,Con,Yes,SLS,10.67,orth,0.494060865,3,1
RCH2014_C2_Sweep_2015_1,Sweep,2015,RCH2014_C_2015,RCH2014,RCH2014_C_2015,RCH2014_C,89,0,161,No,,Con,Yes,SLS,11.77,orth,0.494060865,3,1
RCH2014_C2_Vacuum_2015_1,Vacuum,2015,RCH2014_C_2015,RCH2014,RCH2014_C_2015,RCH2014_C,89,0,161,No,,Con,Yes,SLS,11.77,orth,0.494060865,3,1
RCH2014_C2_Vacuum_2015_2,Vacuum,2015,RCH2014_C_2015,RCH2014,RCH2014_C_2015,RCH2014_C,85,0,205,No,,Con,Yes,SLS,10.68,orth,0.494060865,3,1
RCH2014_E1_Sweep_2015_2,Sweep,2015,RCH2014_E_2015,RCH2014,RCH2014_E_2015,RCH2014_E,85,0,205,No,,Con,Yes,SLS,10.3,orth,0.494060865,3,1
RCH2014_E2_Vacuum_2016_1,Vacuum,2016,RCH2014_E_2016,RCH2014,RCH2014_E_2016,RCH2014_E,75,1,180,No,,Con,Yes,SLS,12.55,orth,0.494060865,3,
BSH_C1_Vacuum_2016_2,Vacuum,2016,BSH_C_2016,BSH,BSH_C_2016,BSH_C,80,0,217,Yes,1.5,Spr,No,None,11.45,lepi_la,0.471798366,10,0.5
DUN_E2_Sweep_2016_2,Sweep,2016,DUN_E_2016,DUN,DUN_E_2016,DUN_E,85,0,216,Yes,1.5,Spr,No,None,14.37,lepi_la,0.471798366,10,0.5
STE_S1_Sweep_2017_1,Sweep,2017,STE_S_2017,STE,STE_S_2017,STE_S,84,1,171,Yes,1.5,Spr,Yes,SLS,13.52,lepi_la,0.471798366,5,1
BSH_C1_Sweep_2015_1,Sweep,2015,BSH_C_2015,BSH,BSH_C_2015,BSH_C,80,8,179,Yes,0.5,Spr,No,None,11.28,lepi_la,0.471798366,5,1
235_C1_Vacuum_2017_2,Vacuum,2017,235_C_2017,235,235_C_2017,235_C,75,1,205,Yes,3.5,SnS,Yes,SLS,10.67,lepi_la,0.471798366,5,1
235_C1_Sweep_2016_1,Sweep,2016,235_C_2016,235,235_C_2016,235_C,85,0,179,Yes,2.5,SnS,Yes,SLS,13.32,lepi_la,0.471798366,5,1
235_N2_Vacuum_2017_2,Vacuum,2017,235_N_2017,235,235_N_2017,235_N,75,1,205,Yes,2.5,SnS,Yes,SLS,10.43,lepi_la,0.471798366,10,0.5
BSH_S1_Sweep_2017_1,Sweep,2017,BSH_S_2017,BSH,BSH_S_2017,BSH_S,75,13,169,Yes,2.5,SnS,No,None,12.95,lepi_la,0.471798366,10,0.5
BSH_S2_Sweep_2016_2,Sweep,2016,BSH_S_2016,BSH,BSH_S_2016,BSH_S,80,0,217,Yes,1.5,SnS,No,None,10.37,lepi_la,0.471798366,10,0.5
